name,rank,model,chain_i,chain_j,iLIS,iLIA,iLISA,ipSAE,actifpTM,LIS,cLIS,LIA,cLIA,ipTM,pLDDT_i,pLDDT_j,pLDDT,pTM,LIR_i,LIR_j,cLIR_i,cLIR_j,LIpLDDT_i,LIpLDDT_j,LIpLDDT,cLIpLDDT_i,cLIpLDDT_j,cLIpLDDT,len_i,len_j,LIR_indices_i,LIR_indices_j,cLIR_indices_i,cLIR_indices_j,structure_file
HSF1_HUMAN___UGDH_HUMAN,2,4,A,B,0.0000,0.0,0.0,0.0000,0.1594,0.0000,0.0000,0.0,0.0,0.1600,30.5,89.5,59.0,0.500,0,0,0,0,,,,,,,529,494,,,,,HSF1_HUMAN___UGDH_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___UGDH_HUMAN,3,5,A,B,0.0000,0.0,0.0,0.0000,0.1312,0.0000,0.0000,0.0,0.0,0.1600,33.9,90.0,61.0,0.510,0,0,0,0,,,,,,,529,494,,,,,HSF1_HUMAN___UGDH_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___UGDH_HUMAN,4,3,A,B,0.0000,0.0,0.0,0.0000,0.1973,0.0000,0.0000,0.0,0.0,0.1600,32.1,89.8,60.0,0.510,0,0,0,0,,,,,,,529,494,,,,,HSF1_HUMAN___UGDH_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___UGDH_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.1400,33.9,90.2,61.1,0.510,0,0,0,0,,,,,,,529,494,,,,,HSF1_HUMAN___UGDH_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___API5_HUMAN,1,2,A,B,0.2682,3154.7,846.2,0.3256,0.9106,0.2082,0.3456,59595.0,167.0,0.5700,37.0,80.9,58.8,0.560,135,423,35,48,75.3,92.9,88.6,56.7,86.0,73.6,529,524,"[12-84,94-148,433,435-440]","[1-16,24-321,336-364,368-399,401-448]","[12,14,16-18,62-63,72,75,116-125,129-130,132-138,140-142,144,147-148,436]","[107,141-146,184-192,220,233,236-237,240-241,243,276-277,279-281,284-285,337-341,387,390-391,394,406,409-414,417,443]",HSF1_HUMAN___API5_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___API5_HUMAN,2,1,A,B,0.2859,2758.7,788.8,0.3695,0.8688,0.2302,0.3551,62894.0,121.0,0.5700,36.8,80.9,58.7,0.550,134,423,33,41,75.1,92.9,88.6,57.8,84.6,72.6,529,524,"[11-85,91-149]","[3-16,22,24-322,335-362,364,367-399,401-447]","[12,14,16,63,65,67-68,70-71,74-75,116-117,119-120,122,124-125,129-130,132-138,140-142,144,147-148]","[141-143,145,184-185,187-189,192,230-233,240,276-277,279-281,284-285,337-341,386-387,390-391,394,406-407,409-411,413-414,417,443]",HSF1_HUMAN___API5_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___API5_HUMAN,3,5,A,B,0.2372,1205.3,285.9,0.1834,0.7939,0.1524,0.3693,36321.0,40.0,0.5200,35.7,81.6,58.5,0.530,105,393,13,12,81.9,94.6,91.9,69.7,84.8,76.9,529,524,"[13-85,92-123]","[3-16,21,24-320,339-362,368-394,409-429,435,437-444]","[16,63,65,67-68,71-72,74-75,117,119-120,122]","[141-143,145,148,184-185,187-189,233,276]",HSF1_HUMAN___API5_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___API5_HUMAN,4,3,A,B,0.1863,361.1,67.3,0.0213,0.6941,0.1558,0.2228,4207.0,31.0,0.3700,35.0,80.8,57.8,0.510,20,389,6,12,56.8,93.2,91.4,53.9,84.4,74.2,529,524,"[68-70,72-74,432,434-446]","[7-8,10,14,27-34,41-53,55-56,59-73,75-89,94-274,277-321,338-363,367-446]","[435-436,438-439,442-443]","[392,395-396,399-400,403,412,415-416,419,445-446]",HSF1_HUMAN___API5_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___API5_HUMAN,5,4,A,B,0.0864,204.5,17.7,0.0130,0.5535,0.0743,0.1004,1818.0,23.0,0.3100,34.5,79.8,57.0,0.520,38,296,7,8,80.1,93.9,92.3,72.6,79.0,76.0,529,524,"[18-24,27,35,37,44,46-48,51-54,56,60-61,65-79,98-99]","[8,28-33,41-53,56-57,59-89,94-163,165-272,282-297,303-317,340-356,377,388,414-418,420-421,423-427,440-441,443]","[65,67-68,70-72,74]","[141-143,145,148,184-185,187]",HSF1_HUMAN___API5_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___DHX9_HUMAN,1,4,A,B,0.0136,18.0,0.2,0.0000,0.5367,0.0139,0.0133,162.0,2.0,0.3500,28.6,78.7,64.0,0.630,9,114,1,2,44.1,94.0,90.3,48.6,82.6,71.3,529,1270,"[388,390-391,393-395,397-399]","[286-287,289-290,399,402,404,406,428,430,446,456,478,490-491,517,519-520,531,551,560,570,577,580,635-636,639,642-643,646,653-654,683,700,707,714,732,736,738,747,752-753,756,764,778,781,791-792,797,801,831-832,835,837,843,850-851,858,862-866,868,873,879,881,884-887,889,892,914,916-918,921,924-925,927,950-953,956-957,960,963,987,990,994,996-997,999,1002,1042,1044-1045,1048,1089-1090,1094,1096-1098,1100,1104,1106,1111,1130-1131,1134-1135]",[394],"[887,889]",HSF1_HUMAN___DHX9_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___DHX9_HUMAN,2,1,A,B,0.0000,0.0,0.0,0.0000,0.5299,0.0075,0.0000,1.0,0.0,0.3000,29.7,77.7,63.6,0.610,1,1,0,0,34.4,97.6,66.0,,,,529,1270,[225],[400],,,HSF1_HUMAN___DHX9_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___DHX9_HUMAN,3,2,A,B,0.0000,0.0,0.0,0.0000,0.4868,0.0089,0.0000,4.0,0.0,0.2900,30.0,79.0,64.6,0.620,2,3,0,0,39.2,94.1,72.1,,,,529,1270,"[387,390]","[754,779,781]",,,HSF1_HUMAN___DHX9_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___DHX9_HUMAN,4,3,A,B,0.0000,0.0,0.0,0.0000,0.3254,0.0000,0.0000,0.0,0.0,0.2200,29.8,78.6,64.3,0.620,0,0,0,0,,,,,,,529,1270,,,,,HSF1_HUMAN___DHX9_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___DHX9_HUMAN,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1982,0.0000,0.0000,0.0,0.0,0.1900,28.8,79.0,64.2,0.620,0,0,0,0,,,,,,,529,1270,,,,,HSF1_HUMAN___DHX9_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___EF1D_HUMAN,1,3,A,B,0.2763,585.7,161.8,0.0430,0.7562,0.2184,0.3495,3009.0,114.0,0.2300,40.3,54.8,45.3,0.240,59,50,28,25,70.9,63.7,67.6,71.1,66.9,69.1,529,281,[132-190],"[57,60-61,73-119]","[133,136-137,139-140,143-144,146-147,150-151,153-154,157-158,160-161,164-165,167-168,171-172,175,181-182,185,189]","[57,60,76-77,80,83-84,86-87,90-91,93-94,97-98,100-101,104-105,107-108,111-112,114-115]",HSF1_HUMAN___EF1D_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___EF1D_HUMAN,2,5,A,B,0.1968,441.8,87.0,0.0153,0.6589,0.1528,0.2536,1992.0,98.0,0.2100,40.2,55.4,45.5,0.240,55,43,24,21,68.4,65.4,67.1,68.3,66.9,67.6,529,281,"[133-183,185-186,188-189]","[57,75-116]","[136-137,139-140,143-144,146-147,150-151,153-154,157-158,160-161,164-165,168,171-172,175,185,189]","[57,77,80,83-84,87,90-91,93-94,97-98,100-101,104-105,107-108,111-112,115]",HSF1_HUMAN___EF1D_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___EF1D_HUMAN,3,1,A,B,0.1796,176.7,31.7,0.0167,0.5860,0.1494,0.2159,664.0,47.0,0.1900,39.9,53.2,44.5,0.250,90,10,14,8,84.9,40.0,80.4,78.7,40.8,64.9,529,281,"[15-81,96-118]",[155-164],"[16-18,20-22,60-63,68-69,71-72]","[155-156,158-163]",HSF1_HUMAN___EF1D_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___EF1D_HUMAN,4,4,A,B,0.0000,0.0,0.0,0.0000,0.2543,0.0000,0.0000,0.0,0.0,0.1600,38.7,51.9,43.3,0.240,0,0,0,0,,,,,,,529,281,,,,,HSF1_HUMAN___EF1D_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___EF1D_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2675,0.0000,0.0000,0.0,0.0,0.1400,40.2,57.0,46.0,0.230,0,0,0,0,,,,,,,529,281,,,,,HSF1_HUMAN___EF1D_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___MPP8_HUMAN,1,5,A,B,0.4751,1903.2,904.2,0.4994,0.9831,0.2929,0.7706,53270.0,68.0,0.3800,35.7,47.9,43.3,0.390,111,297,10,17,86.9,94.8,92.7,82.7,93.0,89.2,529,860,[11-121],[564-860],[82-91],"[756,786-788,790,795,797,799-803,841,843,846-848]",HSF1_HUMAN___MPP8_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___MPP8_HUMAN,2,3,A,B,0.4080,1582.5,645.7,0.3959,0.9762,0.2280,0.7302,36828.0,68.0,0.3700,34.8,47.8,42.8,0.380,108,295,10,17,83.9,94.4,91.6,79.6,92.2,87.5,529,860,[13-120],[566-860],[82-91],"[756,786-788,790,795,797,799-803,841,843,846-848]",HSF1_HUMAN___MPP8_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___MPP8_HUMAN,3,2,A,B,0.3972,1519.0,603.4,0.3885,0.9718,0.2198,0.7180,33934.0,68.0,0.3600,36.3,48.3,43.7,0.380,108,294,10,16,85.3,95.0,92.4,78.3,92.6,87.1,529,860,[13-120],"[566-588,590-860]",[82-91],"[756,786-788,790,795,797,800-803,841,843,846-848]",HSF1_HUMAN___MPP8_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___MPP8_HUMAN,4,4,A,B,0.4054,1678.6,680.5,0.3772,0.9757,0.2278,0.7215,40254.0,70.0,0.3500,34.7,47.0,42.3,0.390,111,294,10,17,83.6,93.8,91.0,79.1,91.5,86.9,529,860,"[13-121,189-190]","[566-588,590-860]",[82-91],"[756,786-788,790,795,797,799-803,841,843,846-848]",HSF1_HUMAN___MPP8_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___MPP8_HUMAN,5,1,A,B,0.0000,0.0,0.0,0.0000,0.3405,0.0000,0.0000,0.0,0.0,0.1800,31.9,46.5,40.9,0.330,0,0,0,0,,,,,,,529,860,,,,,HSF1_HUMAN___MPP8_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___PGRC1_HUMAN,1,3,A,B,0.2214,211.9,46.9,0.0241,0.6870,0.1782,0.2750,1151.0,39.0,0.3400,38.3,67.2,46.1,0.300,17,107,6,14,61.1,87.8,84.1,52.6,81.7,73.0,529,195,"[80-93,96-98]","[70-173,175,177-178]","[84-85,88-91]","[103,106,111-113,124-125,128-130,156,159-160,163]",HSF1_HUMAN___PGRC1_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___PGRC1_HUMAN,2,1,A,B,0.0000,0.0,0.0,0.0000,0.3240,0.0000,0.0000,0.0,0.0,0.2000,39.1,64.5,45.9,0.270,0,0,0,0,,,,,,,529,195,,,,,HSF1_HUMAN___PGRC1_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___PGRC1_HUMAN,3,4,A,B,0.0000,0.0,0.0,0.0000,0.2313,0.0000,0.0000,0.0,0.0,0.1800,35.2,65.2,43.3,0.270,0,0,0,0,,,,,,,529,195,,,,,HSF1_HUMAN___PGRC1_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___PGRC1_HUMAN,4,2,A,B,0.0971,74.9,7.3,0.0118,0.4838,0.0753,0.1251,295.0,19.0,0.1800,39.2,68.5,47.1,0.270,31,19,6,6,57.4,56.1,56.9,53.7,56.7,55.2,529,195,"[168,170-198,380]","[30-47,81]","[182,185-186,189,193,196]","[30-31,34-35,38,42]",HSF1_HUMAN___PGRC1_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___PGRC1_HUMAN,5,5,A,B,0.0000,0.0,0.0,0.0000,0.3003,0.0000,0.0000,0.0,0.0,0.1600,39.2,68.2,47.0,0.260,0,0,0,0,,,,,,,529,195,,,,,HSF1_HUMAN___PGRC1_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___RBM14_HUMAN,1,1,A,B,0.0000,0.0,0.0,0.0000,0.1475,0.0000,0.0000,0.0,0.0,0.1600,35.9,30.7,33.0,0.220,0,0,0,0,,,,,,,529,669,,,,,HSF1_HUMAN___RBM14_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___RBM14_HUMAN,2,3,A,B,0.0000,0.0,0.0,0.0000,0.1694,0.0000,0.0000,0.0,0.0,0.1600,35.6,30.5,32.8,0.220,0,0,0,0,,,,,,,529,669,,,,,HSF1_HUMAN___RBM14_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___RBM14_HUMAN,3,2,A,B,0.0000,0.0,0.0,0.0000,0.1616,0.0000,0.0000,0.0,0.0,0.1600,39.1,31.4,34.8,0.230,0,0,0,0,,,,,,,529,669,,,,,HSF1_HUMAN___RBM14_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___RBM14_HUMAN,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1212,0.0000,0.0000,0.0,0.0,0.1500,37.6,31.8,34.4,0.220,0,0,0,0,,,,,,,529,669,,,,,HSF1_HUMAN___RBM14_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___RBM14_HUMAN,5,4,A,B,0.0000,0.0,0.0,0.0000,0.1975,0.0000,0.0000,0.0,0.0,0.1500,36.0,32.0,33.8,0.220,0,0,0,0,,,,,,,529,669,,,,,HSF1_HUMAN___RBM14_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___ROA3_HUMAN,1,4,A,B,0.0000,0.0,0.0,0.0000,0.2558,0.0000,0.0000,0.0,0.0,0.2100,36.5,52.4,43.1,0.310,0,0,0,0,,,,,,,529,378,,,,,HSF1_HUMAN___ROA3_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___ROA3_HUMAN,2,3,A,B,0.0000,0.0,0.0,0.0000,0.1701,0.0000,0.0000,0.0,0.0,0.1500,37.0,51.7,43.1,0.310,0,0,0,0,,,,,,,529,378,,,,,HSF1_HUMAN___ROA3_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___ROA3_HUMAN,3,1,A,B,0.0000,0.0,0.0,0.0000,0.1697,0.0000,0.0000,0.0,0.0,0.1500,36.8,52.7,43.4,0.300,0,0,0,0,,,,,,,529,378,,,,,HSF1_HUMAN___ROA3_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___ROA3_HUMAN,4,5,A,B,0.0000,0.0,0.0,0.0000,0.2301,0.0000,0.0000,0.0,0.0,0.1400,38.0,52.7,44.1,0.290,0,0,0,0,,,,,,,529,378,,,,,HSF1_HUMAN___ROA3_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___ROA3_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1274,0.0000,0.0000,0.0,0.0,0.1400,39.2,53.9,45.3,0.290,0,0,0,0,,,,,,,529,378,,,,,HSF1_HUMAN___ROA3_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___ILF3_HUMAN,1,5,A,B,0.5331,1828.4,974.6,0.6216,0.9828,0.3704,0.7672,57637.0,58.0,0.4100,37.4,53.8,47.7,0.400,112,321,9,17,85.1,91.7,90.0,80.6,94.7,89.8,529,894,[11-122],"[3-58,81-345]","[81-85,87-90]","[22-23,25,28-29,31-32,35,94,98-101,103,217,221,227]",HSF1_HUMAN___ILF3_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___ILF3_HUMAN,2,3,A,B,0.4940,1794.4,886.5,0.5923,0.9795,0.3271,0.7461,51933.0,62.0,0.4100,37.0,53.6,47.4,0.400,110,322,10,16,83.9,90.6,88.9,81.2,94.3,89.3,529,894,[12-121],"[2-57,81-346]","[79,81-85,87-90]","[23,25,28-29,31-32,35,94,98-101,103,217,221,227]",HSF1_HUMAN___ILF3_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___ILF3_HUMAN,3,4,A,B,0.3324,3125.5,1038.8,0.4164,0.9699,0.2717,0.4065,57128.0,171.0,0.3700,39.4,52.5,47.6,0.410,142,320,30,49,77.0,89.6,85.7,62.6,88.1,78.4,529,894,"[12-122,374-404]","[2-57,81-344]","[79,81-90,100,374-379,381,384-385,387-388,391-392,395-396,398-399,402]","[2,6,23,25,28-29,31-32,35-36,39,94,98-103,213,216-217,221,227,253-254,257-258,260-263,273-274,277-278,280-281,283,289-294,299,301,322,326-327]",HSF1_HUMAN___ILF3_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___ILF3_HUMAN,4,2,A,B,0.3531,1523.5,537.9,0.4160,0.9615,0.2053,0.6073,36265.0,64.0,0.3800,36.9,53.5,47.3,0.390,108,313,10,17,84.7,92.9,90.8,71.8,93.5,85.5,529,894,[13-120],"[4-55,83-343]","[81-85,87-91]","[22-23,25,28-29,31-32,35,94,98-101,103,217,221,227]",HSF1_HUMAN___ILF3_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___ILF3_HUMAN,5,1,A,B,0.0000,0.0,0.0,0.0000,0.3385,0.0000,0.0000,0.0,0.0,0.2000,33.2,52.8,45.5,0.360,0,0,0,0,,,,,,,529,894,,,,,HSF1_HUMAN___ILF3_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___NOLC1_HUMAN,1,4,A,B,0.1208,98.5,11.9,0.0147,0.6507,0.1014,0.1440,462.0,21.0,0.1900,39.3,25.1,31.2,0.210,20,39,6,9,57.3,57.2,57.2,54.9,55.3,55.1,529,699,[179-198],"[10,13-39,49-59]","[186,189,192-193,196-197]","[14,18,21,25,34,37,50,54,57]",HSF1_HUMAN___NOLC1_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___NOLC1_HUMAN,2,2,A,B,0.0751,40.7,3.1,0.0112,0.5746,0.0550,0.1026,207.0,8.0,0.1800,39.8,25.9,31.9,0.220,21,34,3,4,62.4,64.0,63.4,58.2,58.0,58.1,529,699,"[175-177,179-196]","[13-38,52-59]","[189,192-193]","[18,21,54,57]",HSF1_HUMAN___NOLC1_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___NOLC1_HUMAN,3,1,A,B,0.0402,32.1,1.3,0.0118,0.4905,0.0395,0.0409,86.0,12.0,0.1700,38.4,24.6,30.5,0.230,8,31,3,6,55.0,57.2,56.7,55.1,54.3,54.6,529,699,"[185-186,189-194]","[13-25,30-33,35-38,49-55,57-59]","[189,192-193]","[14,18,21,50,53,57]",HSF1_HUMAN___NOLC1_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___NOLC1_HUMAN,4,3,A,B,0.0286,6.9,0.2,0.0000,0.4897,0.0207,0.0396,24.0,2.0,0.1700,38.5,25.9,31.3,0.210,5,9,2,1,55.8,61.2,59.3,55.7,67.9,59.8,529,699,"[186,189-190,193-194]","[17-19,21-25,58]","[189,193]",[18],HSF1_HUMAN___NOLC1_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___NOLC1_HUMAN,5,5,A,B,0.0067,1.0,0.0,0.0000,0.4743,0.0067,0.0067,1.0,1.0,0.1600,39.8,26.0,31.9,0.210,1,1,1,1,62.2,74.0,68.1,62.2,74.0,68.1,529,699,[189],[18],[189],[18],HSF1_HUMAN___NOLC1_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___RBMX_HUMAN,1,3,A,B,0.0000,0.0,0.0,0.0000,0.1583,0.0000,0.0000,0.0,0.0,0.1500,38.6,31.8,35.7,0.230,0,0,0,0,,,,,,,529,391,,,,,HSF1_HUMAN___RBMX_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___RBMX_HUMAN,2,4,A,B,0.0000,0.0,0.0,0.0000,0.2002,0.0000,0.0000,0.0,0.0,0.1500,39.5,32.4,36.5,0.230,0,0,0,0,,,,,,,529,391,,,,,HSF1_HUMAN___RBMX_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___RBMX_HUMAN,3,1,A,B,0.0000,0.0,0.0,0.0000,0.1541,0.0000,0.0000,0.0,0.0,0.1500,39.4,31.2,35.9,0.230,0,0,0,0,,,,,,,529,391,,,,,HSF1_HUMAN___RBMX_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___RBMX_HUMAN,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1311,0.0000,0.0000,0.0,0.0,0.1400,40.1,33.0,37.1,0.230,0,0,0,0,,,,,,,529,391,,,,,HSF1_HUMAN___RBMX_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___RBMX_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1150,0.0000,0.0000,0.0,0.0,0.1300,41.7,33.0,38.0,0.230,0,0,0,0,,,,,,,529,391,,,,,HSF1_HUMAN___RBMX_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___SF3B1_HUMAN,1,3,A,B,0.0000,0.0,0.0,0.0000,0.3475,0.0000,0.0000,0.0,0.0,0.2100,32.9,69.9,59.2,0.500,0,0,0,0,,,,,,,529,1304,,,,,HSF1_HUMAN___SF3B1_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___SF3B1_HUMAN,2,1,A,B,0.0000,0.0,0.0,0.0000,0.5007,0.0000,0.0000,0.0,0.0,0.2100,33.2,69.7,59.2,0.470,0,0,0,0,,,,,,,529,1304,,,,,HSF1_HUMAN___SF3B1_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___SF3B1_HUMAN,3,5,A,B,0.0000,0.0,0.0,0.0000,0.3689,0.0000,0.0000,0.0,0.0,0.2100,32.1,68.7,58.1,0.490,0,0,0,0,,,,,,,529,1304,,,,,HSF1_HUMAN___SF3B1_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___SF3B1_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2919,0.0000,0.0000,0.0,0.0,0.2000,32.1,70.1,59.1,0.500,0,0,0,0,,,,,,,529,1304,,,,,HSF1_HUMAN___SF3B1_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___SF3B1_HUMAN,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2368,0.0000,0.0000,0.0,0.0,0.1900,31.7,68.4,57.8,0.490,0,0,0,0,,,,,,,529,1304,,,,,HSF1_HUMAN___SF3B1_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___SNW1_HUMAN,1,3,A,B,0.0000,0.0,0.0,0.0000,0.2169,0.0000,0.0000,0.0,0.0,0.1400,39.1,40.8,40.0,0.220,0,0,0,0,,,,,,,529,536,,,,,HSF1_HUMAN___SNW1_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___SNW1_HUMAN,2,4,A,B,0.0000,0.0,0.0,0.0000,0.1916,0.0000,0.0000,0.0,0.0,0.1400,38.9,37.4,38.1,0.210,0,0,0,0,,,,,,,529,536,,,,,HSF1_HUMAN___SNW1_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___SNW1_HUMAN,3,2,A,B,0.0000,0.0,0.0,0.0000,0.1184,0.0000,0.0000,0.0,0.0,0.1300,41.7,41.5,41.6,0.220,0,0,0,0,,,,,,,529,536,,,,,HSF1_HUMAN___SNW1_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___SNW1_HUMAN,4,1,A,B,0.0000,0.0,0.0,0.0000,0.1890,0.0000,0.0000,0.0,0.0,0.1300,40.4,39.5,39.9,0.220,0,0,0,0,,,,,,,529,536,,,,,HSF1_HUMAN___SNW1_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___SNW1_HUMAN,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1095,0.0000,0.0000,0.0,0.0,0.1300,39.7,38.6,39.1,0.210,0,0,0,0,,,,,,,529,536,,,,,HSF1_HUMAN___SNW1_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___TAGL2_HUMAN,1,3,A,B,0.0000,0.0,0.0,0.0000,0.1099,0.0000,0.0000,0.0,0.0,0.1400,39.3,71.0,48.0,0.280,0,0,0,0,,,,,,,529,199,,,,,HSF1_HUMAN___TAGL2_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
